"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
11242,12,4,25,"Bicycle crunches"
11243,23,4,24,"Plate pinch"
11244,8,5,22,"Dumbbell flyes"
11245,43,5,19,"Bicycle crunches"
11246,14,5,24,"Seated calf raises"
11247,1,4,23,"Face pulls"
11248,35,5,25,"Russian twists"
11249,40,5,21,"Standing calf raises"
11250,35,3,12,"Dumbbell flyes"
11251,28,4,25,"Incline dumbbell press"
11252,19,5,21,"Dumbbell curls"
11253,34,5,19,"Incline dumbbell press"
11254,27,4,24,"Plate pinch"
11255,26,4,15,"Bicycle crunches"
11256,43,4,23,"Skull crushers"
11257,9,4,16,"Leg raises"
11258,52,4,18,"Seated calf raises"
11259,48,5,15,"Leg press"
11260,34,5,21,"Seated cable rows"
11261,24,5,15,"Towel pull-up"
11262,29,5,15,"Face pulls"
11263,20,5,24,"Hyperextensions"
11264,37,5,19,"Bent-over rows"
11265,11,5,25,"Standing calf raises"
11266,54,4,17,"Face pulls"
11267,12,5,22,"Preacher curls"
11268,34,4,17,"Bicep Curls"
11269,27,5,22,"Russian twists"
11270,15,4,24,"Leg extensions"
11271,8,5,16,"Barbell rows"
11272,54,4,16,"Seated calf raises"
11273,23,5,16,"Plank"
11274,53,4,23,"Dumbbell curls"
11275,15,5,22,"Bent-over lateral raises"
11276,27,5,19,"Wrist extension"
11277,18,5,23,"Overhead triceps extensions"
11278,11,5,16,"Incline dumbbell flyes"
11279,5,5,15,"Incline dumbbell flyes"
11280,22,4,20,"Dumbbell rows"
11281,42,5,25,"Dumbbell flyes"
11282,26,3,12,"Preacher curls"
11283,31,4,15,"Bent-over lateral raises"
11284,32,5,24,"Barbell hip thrusts"
11285,19,5,23,"Chest flyes"
11286,52,4,21,"Barbell rows"
11287,39,5,15,"Incline cable crossovers"
11288,2,4,24,"Seated calf raises"
11289,24,4,22,"Leg curls"
11290,21,5,17,"Pull-ups"
11291,14,5,16,"Plate pinch"
11292,45,4,17,"Pull-ups"
11293,15,4,18,"Decline cable crossovers"
11294,42,4,19,"Donkey kicks"
11295,53,4,23,"Plate pinch"
11296,54,4,25,"Concentration curls"
11297,34,4,23,"Bird dog"
11298,10,5,25,"Seated cable rows"
11299,38,4,23,"Dumbbell rows"
11300,8,5,20,"Decline dumbbell press"
11301,24,4,22,"Preacher curls"
11302,26,4,15,"Towel pull-up"
11303,10,4,20,"Incline dumbbell press"
11304,16,5,16,"Bicycle crunches"
11305,31,5,15,"Cable crossovers"
11306,6,4,8,"Dumbbell curls"
11307,39,4,23,"Preacher curls"
11308,18,4,17,"Leg curls"
11309,46,4,21,"Dumbbell front raises"
11310,30,4,15,"Pull-ups"
11311,24,5,15,"Skull crushers"
11312,54,4,25,"Military press"
11313,48,4,17,"Seated calf raises"
11314,47,5,20,"Skull crushers"
11315,55,5,15,"Seated cable rows"
11316,8,5,21,"Plate pinch"
11317,1,5,24,"Decline dumbbell press"
11318,34,4,20,"Decline dumbbell press"
11319,3,4,20,"Plank"
11320,22,5,16,"Lateral raises"
11321,51,5,15,"Barbell hip thrusts"
11322,51,4,19,"Incline dumbbell flyes"
11323,39,4,20,"Leg curls"
11324,20,5,15,"Hyperextensions"
11325,16,4,25,"Incline dumbbell flyes"
11326,15,4,18,"Crunches"
11327,7,4,21,"Hammer curls"
11328,35,4,23,"Bicycle crunches"
11329,44,4,21,"Dumbbell front raises"
11330,55,4,19,"Russian twists"
11331,20,3,10,"Triceps pushdowns"
11332,14,5,23,"Leg raises"
11333,26,4,18,"Hyperextensions"
11334,17,4,16,"Barbell squats"
11335,4,4,20,"Barbell curls"
11336,51,5,25,"Seated calf raises"
11337,49,4,23,"Leg raises"
11338,30,5,22,"Bird dog"
11339,9,4,18,"Incline dumbbell flyes"
11340,17,3,15,"Bicep Curls"
11341,17,4,25,"Triceps dips"
11342,44,5,15,"Bird dog"
11343,26,4,16,"Triceps pushdowns"
11344,47,5,15,"Plank"
11345,10,4,22,"Triceps pushdowns"
11346,40,5,15,"Preacher curls"
11347,28,4,23,"Hyperextensions"
11348,54,5,25,"Face pulls"
11349,23,5,24,"Triceps pushdowns"
11350,50,5,24,"Seated calf raises"
11351,30,5,22,"Bird dog"
11352,37,4,15,"Close-grip bench press"
11353,3,5,22,"Wrist extension"
11354,55,4,15,"Lateral raises"
11355,35,5,15,"Dumbbell front raises"
11356,10,4,17,"Donkey kicks"
11357,23,5,19,"Chest flyes"
11358,32,4,23,"Face pulls"
11359,25,5,20,"Barbell rows"
11360,19,5,21,"Face pulls"
11361,41,5,15,"Leg press"
11362,38,5,20,"Dumbbell flyes"
11363,51,4,21,"Towel pull-up"
11364,35,4,23,"Leg extensions"
11365,47,4,20,"Incline dumbbell press"
11366,22,5,22,"Dumbbell front raises"
11367,38,4,23,"Leg curls"
11368,23,5,24,"Leg raises"
11369,4,5,15,"Hyperextensions"
11370,6,5,25,"Crunches"
11371,8,5,15,"Seated cable rows"
11372,47,5,23,"Cable crossovers"
11373,47,5,18,"Russian twists"
11374,44,5,17,"Preacher curls"
11375,34,5,18,"Hanging leg raises"
11376,10,4,24,"Bird dog"
11377,26,5,21,"Skull crushers"
11378,52,5,21,"Standing calf raises"
11379,42,4,17,"Leg extensions"
11380,54,5,24,"Plate pinch"
11381,55,4,16,"Decline dumbbell flyes"
11382,3,5,23,"Dumbbell curls"
11383,16,4,23,"Skull crushers"
11384,13,5,25,"Leg curls"
11385,21,4,15,"Cable crossovers"
11386,23,5,25,"Towel pull-up"
11387,30,5,19,"Dumbbell flyes"
11388,23,3,12,"Dumbbell curls"
11389,43,3,20,"Incline dumbbell press"
11390,36,3,30,"Decline cable crossovers"
11391,41,5,18,"Bird dog"
11392,5,4,21,"Seated calf raises"
11393,25,5,18,"Skull crushers"
11394,26,4,24,"Russian twists"
11395,13,5,24,"Standing calf raises"
11396,51,4,15,"Decline dumbbell press"
11397,15,4,15,"Dumbbell front raises"
11398,32,5,17,"Triceps dips"
11399,12,4,24,"Dumbbell curls"
11400,2,5,22,"Bent-over rows"
11401,45,4,24,"Crunches"
11402,51,5,15,"Wrist curl"
11403,13,4,16,"Bicycle crunches"
11404,41,5,24,"Wrist extension"
11405,27,4,20,"Bird dog"
11406,49,5,15,"Wrist extension"
11407,41,3,15,"Dumbbell rows"
11408,55,4,20,"Decline dumbbell press"
11409,11,4,16,"Bent-over rows"
11410,42,4,23,"Standing calf raises"
11411,29,4,18,"Close-grip bench press"
11412,43,5,21,"Barbell squats"
11413,51,4,16,"Seated cable rows"
11414,40,4,8,"Leg press"
11415,24,4,24,"Military press"
11416,19,4,23,"Bicycle crunches"
11417,3,5,22,"Hammer curls"
11418,55,4,24,"Face pulls"
11419,23,4,22,"Cable crossovers"
11420,21,4,15,"Skull crushers"
11421,18,5,18,"Decline cable crossovers"
11422,55,5,20,"Decline dumbbell press"
11423,32,5,24,"Dumbbell curls"
11424,17,3,12,"Dumbbell rows"
11425,41,5,21,"Decline dumbbell flyes"
11426,1,5,19,"Preacher curls"
11427,35,5,22,"Bird dog"
11428,1,4,24,"Wrist curl"
11429,51,4,24,"Hyperextensions"
11430,52,3,8,"Seated calf raises"
11431,2,5,24,"Skull crushers"
11432,34,4,22,"Incline cable crossovers"
11433,14,5,20,"Leg extensions"
11434,22,4,24,"Cable crossovers"
11435,49,4,21,"Dumbbell front raises"
11436,11,4,21,"Donkey kicks"
11437,6,5,21,"Bent-over rows"
11438,10,4,23,"Leg press"
11439,44,5,22,"Military press"
11440,15,4,18,"Bicycle crunches"
11441,54,5,15,"Face pulls"
11442,43,4,21,"Chest flyes"
11443,18,4,20,"Plank"
11444,51,5,16,"Dumbbell rows"
11445,32,5,17,"Leg press"
11446,40,5,23,"Triceps dips"
11447,33,5,25,"Overhead triceps extensions"
11448,50,5,15,"Incline dumbbell press"
11449,7,5,20,"Bird dog"
11450,19,4,16,"Bird dog"
11451,23,3,8,"Leg curls"
11452,15,4,24,"Barbell hip thrusts"
11453,2,4,17,"Romanian deadlifts"
11454,20,4,18,"Barbell curls"
11455,48,4,15,"Wrist curl"
11456,51,5,16,"Dumbbell front raises"
11457,39,5,17,"Lateral raises"
11458,41,4,20,"Chest flyes"
11459,11,5,21,"Chest flyes"
11460,10,4,22,"Barbell curls"
11461,25,5,22,"Standing calf raises"
11462,22,5,19,"Hammer curl"
11463,49,5,17,"Wrist curl"
11464,45,4,17,"Close-grip bench press"
11465,28,5,22,"Hammer curls"
11466,18,5,22,"Preacher curls"
11467,9,5,17,"Bent-over lateral raises"
11468,45,4,16,"Incline cable crossovers"
11469,37,5,22,"Bent-over lateral raises"
11470,24,5,17,"Bent-over rows"
11471,43,4,16,"Wrist curl"
11472,36,5,18,"Barbell rows"
11473,20,4,22,"Military press"
11474,33,5,23,"Triceps pushdowns"
11475,27,5,24,"Close-grip bench press"
11476,27,5,25,"Leg extensions"
11477,40,4,22,"Leg raises"
11478,48,5,16,"Incline dumbbell press"
11479,51,5,19,"Decline cable crossovers"
11480,42,5,20,"Lateral raises"
11481,43,4,20,"Decline dumbbell flyes"
11482,52,3,12,"Overhead triceps extensions"
11483,45,5,19,"Chest flyes"
11484,53,5,16,"Cable crossovers"
11485,37,4,22,"Dumbbell front raises"
11486,54,4,25,"Close-grip bench press"
11487,8,4,16,"Face pulls"
11488,7,4,16,"Leg extensions"
11489,33,5,20,"Pull-ups"
11490,6,4,24,"Bent-over lateral raises"
11491,1,5,21,"Decline dumbbell flyes"
11492,34,4,16,"Plate pinch"
11493,17,4,18,"Decline cable crossovers"
11494,48,4,24,"Triceps pushdowns"
11495,48,5,17,"Seated calf raises"
11496,51,4,19,"Seated cable rows"
11497,33,4,24,"Dumbbell front raises"
11498,41,4,16,"Wrist curl"
11499,42,5,23,"Plate pinch"
11500,33,3,20,"Decline dumbbell press"
11501,38,3,15,"Lateral raises"
11502,32,4,15,"Pull-ups"
11503,10,4,15,"Donkey kicks"
11504,45,4,25,"Wrist curl"
11505,48,5,23,"Barbell hip thrusts"
11506,22,4,23,"Barbell hip thrusts"
11507,32,4,15,"Face pulls"
11508,39,5,25,"Leg extensions"
11509,27,5,15,"Towel pull-up"
11510,7,5,20,"Dumbbell rows"
11511,17,4,22,"Crunches"
11512,47,5,25,"Leg curls"
11513,43,4,22,"Triceps pushdowns"
11514,18,4,22,"Skull crushers"
11515,51,4,24,"Concentration curls"
11516,11,5,16,"Russian twists"
11517,41,5,16,"Seated cable rows"
11518,29,5,23,"Dumbbell curls"
11519,33,4,16,"Standing calf raises"
11520,49,5,22,"Incline dumbbell flyes"
11521,25,5,17,"Hammer curls"
11522,34,4,15,"Incline dumbbell press"
11523,42,5,18,"Face pulls"
11524,54,5,19,"Chest flyes"
11525,7,4,15,"Chest flyes"
11526,7,3,12,"Cable crossovers"
11527,35,5,16,"Hammer curls"
11528,42,4,22,"Concentration curls"
11529,12,4,15,"Hanging leg raises"
11530,14,4,24,"Towel pull-up"
11531,1,5,24,"Leg raises"
11532,20,4,16,"Bent-over lateral raises"
11533,13,5,25,"Standing calf raises"
11534,5,4,24,"Wrist extension"
11535,14,5,22,"Fat grip dumbbell curl"
11536,23,5,20,"Bent-over lateral raises"
11537,17,5,16,"Russian twists"
11538,42,4,21,"Decline dumbbell flyes"
11539,32,5,21,"Towel pull-up"
11540,28,4,17,"Preacher curls"
11541,42,5,23,"Wrist curl"
11542,27,5,17,"Towel pull-up"
11543,53,5,22,"Incline dumbbell press"
11544,18,4,18,"Bent-over rows"
11545,37,3,12,"Wrist extension"
11546,54,5,19,"Crunches"
11547,50,5,16,"Plank"
11548,51,5,25,"Crunches"
11549,34,5,20,"Wrist curl"
11550,35,4,21,"Bent-over rows"
11551,10,5,19,"Military press"
11552,14,4,19,"Dumbbell curls"
11553,30,4,22,"Barbell squats"
11554,29,4,23,"Concentration curls"
11555,31,5,20,"Cable crossovers"
11556,17,4,23,"Close-grip bench press"
11557,35,5,21,"Plank"
11558,40,4,19,"Dumbbell rows"
11559,42,4,23,"Cable crossovers"
11560,48,4,24,"Hyperextensions"
11561,40,5,20,"Leg raises"
11562,10,5,15,"Incline dumbbell flyes"
11563,23,5,16,"Pull-ups"
11564,21,5,16,"Leg extensions"
11565,12,4,18,"Dumbbell front raises"
11566,4,5,17,"Face pulls"
11567,32,5,24,"Triceps dips"
11568,55,4,15,"Dumbbell rows"
11569,33,4,17,"Decline cable crossovers"
11570,24,4,16,"Seated cable rows"
11571,49,4,18,"Donkey kicks"
11572,11,3,12,"Standing calf raises"
11573,30,4,20,"Military press"
11574,26,5,25,"Bird dog"
11575,44,5,25,"Hanging leg raises"
11576,40,4,23,"Hammer curl"
11577,47,4,22,"Cable crossovers"
11578,1,4,24,"Donkey kicks"
11579,11,4,20,"Preacher curls"
11580,25,5,15,"Bird dog"
11581,4,5,23,"Bird dog"
11582,33,4,25,"Hyperextensions"
11583,42,5,19,"Hyperextensions"
11584,25,5,24,"Barbell curls"
11585,22,5,16,"Russian twists"
11586,54,5,24,"Preacher curls"
11587,27,5,25,"Bird dog"
11588,8,4,20,"Decline dumbbell flyes"
11589,43,5,23,"Plank"
11590,18,5,18,"Decline dumbbell press"
11591,38,4,18,"Barbell curls"
11592,14,5,21,"Hyperextensions"
11593,32,4,18,"Hyperextensions"
11594,45,5,22,"Triceps pushdowns"
11595,39,5,20,"Wrist extension"
11596,25,4,24,"Overhead triceps extensions"
11597,49,4,17,"Barbell hip thrusts"
11598,39,4,24,"Donkey kicks"
11599,40,5,24,"Seated cable rows"
11600,21,4,21,"Hammer curls"
11601,33,5,18,"Plate pinch"
11602,16,4,19,"Skull crushers"
11603,7,5,19,"Plate pinch"
11604,23,4,21,"Lateral raises"
11605,6,5,17,"Bent-over rows"
11606,21,4,16,"Concentration curls"
11607,23,4,20,"Decline dumbbell flyes"
11608,50,4,20,"Fat grip dumbbell curl"
11609,28,5,19,"Leg curls"
11610,9,4,22,"Incline cable crossovers"
11611,24,5,17,"Bicep Curls"
11612,16,4,23,"Dumbbell flyes"
11613,33,5,18,"Pull-ups"
11614,47,5,22,"Incline dumbbell flyes"
11615,11,4,16,"Pull-ups"
11616,9,5,19,"Face pulls"
11617,51,5,16,"Incline dumbbell flyes"
11618,14,4,24,"Russian twists"
11619,27,5,20,"Standing calf raises"
11620,32,5,15,"Hammer curls"
11621,37,4,19,"Pull-ups"
11622,25,5,25,"Barbell squats"
11623,28,5,23,"Hyperextensions"
11624,29,4,25,"Hanging leg raises"
11625,15,5,16,"Standing calf raises"
11626,31,5,23,"Incline dumbbell flyes"
11627,33,4,24,"Hyperextensions"
11628,31,4,16,"Triceps dips"
11629,19,4,19,"Triceps pushdowns"
11630,46,4,16,"Close-grip bench press"
11631,5,4,21,"Military press"
11632,17,3,5,"Dumbbell curls"
11633,20,4,16,"Dumbbell flyes"
11634,7,5,22,"Seated calf raises"
11635,27,4,20,"Dumbbell flyes"
11636,32,4,21,"Incline cable crossovers"
11637,2,4,17,"Wrist extension"
11638,14,5,20,"Military press"
11639,6,5,21,"Bent-over rows"
11640,51,4,16,"Preacher curls"
11641,42,5,18,"Dumbbell curls"
11642,38,5,23,"Barbell rows"
11643,27,5,18,"Plank"
11644,30,5,22,"Overhead triceps extensions"
11645,17,5,25,"Decline cable crossovers"
11646,53,5,18,"Standing calf raises"
11647,18,5,20,"Concentration curls"
11648,3,4,21,"Triceps pushdowns"
11649,40,5,15,"Towel pull-up"
11650,36,4,24,"Close-grip bench press"
11651,30,4,15,"Pull-ups"
11652,13,4,21,"Decline dumbbell press"
11653,28,4,19,"Pull-ups"
11654,17,4,24,"Seated cable rows"
11655,27,4,20,"Barbell curls"
11656,43,5,20,"Leg raises"
11657,23,5,17,"Barbell hip thrusts"
11658,18,4,21,"Bent-over rows"
11659,38,4,25,"Barbell rows"
11660,15,4,22,"Decline cable crossovers"
11661,16,4,15,"Barbell rows"
11662,45,4,17,"Close-grip bench press"
11663,52,4,15,"Hanging leg raises"
11664,37,5,22,"Romanian deadlifts"
11665,15,4,24,"Bicycle crunches"
11666,4,3,12,"Seated cable rows"
11667,52,4,23,"Bird dog"
11668,11,4,24,"Lateral raises"
11669,9,4,15,"Preacher curls"
11670,50,4,22,"Seated cable rows"
11671,19,4,18,"Seated cable rows"
11672,7,4,20,"Incline dumbbell press"
11673,55,5,19,"Overhead triceps extensions"
11674,5,5,18,"Leg raises"
11675,36,5,25,"Barbell rows"
11676,10,5,22,"Barbell squats"
11677,38,5,25,"Seated cable rows"
11678,10,5,25,"Hammer curls"
11679,45,4,22,"Leg curls"
11680,4,4,16,"Preacher curls"
11681,21,5,15,"Seated calf raises"
11682,55,5,15,"Cable crossovers"
11683,24,5,23,"Fat grip dumbbell curl"
11684,35,4,24,"Dumbbell flyes"
11685,36,4,21,"Plate pinch"
11686,1,5,17,"Face pulls"
11687,40,4,17,"Incline cable crossovers"
11688,53,5,24,"Chest flyes"
11689,16,5,16,"Close-grip bench press"
11690,28,3,12,"Barbell squats"
11691,4,5,19,"Bent-over rows"
11692,40,5,21,"Dumbbell rows"
11693,17,4,23,"Crunches"
11694,22,4,19,"Chest flyes"
11695,54,5,21,"Donkey kicks"
11696,20,5,24,"Decline dumbbell press"
11697,10,5,23,"Hammer curl"
11698,41,4,23,"Russian twists"
11699,4,5,16,"Dumbbell flyes"
11700,8,4,20,"Standing calf raises"
11701,14,5,23,"Leg raises"
11702,48,5,20,"Military press"
11703,37,5,16,"Plank"
11704,15,5,21,"Donkey kicks"
11705,54,5,20,"Incline dumbbell flyes"
11706,48,5,25,"Close-grip bench press"
11707,13,4,16,"Standing calf raises"
11708,9,4,15,"Cable crossovers"
11709,5,5,18,"Skull crushers"
11710,14,5,17,"Wrist curl"
11711,3,5,24,"Preacher curls"
11712,47,5,17,"Leg press"
11713,54,4,22,"Close-grip bench press"
11714,15,4,25,"Triceps pushdowns"
11715,12,5,24,"Wrist curl"
11716,15,4,17,"Wrist curl"
11717,25,4,24,"Leg extensions"
11718,36,5,22,"Barbell hip thrusts"
11719,30,5,15,"Skull crushers"
11720,18,5,24,"Preacher curls"
11721,1,5,19,"Barbell squats"
11722,43,5,19,"Dumbbell front raises"
11723,55,4,21,"Bicycle crunches"
11724,14,5,19,"Plate pinch"
11725,49,5,25,"Bicep Curls"
11726,41,5,25,"Skull crushers"
11727,40,5,18,"Plank"
11728,1,5,25,"Romanian deadlifts"
11729,26,5,25,"Barbell curls"
11730,18,4,16,"Seated calf raises"
11731,9,4,24,"Plate pinch"
11732,6,5,24,"Decline dumbbell press"
11733,3,4,21,"Barbell curls"
11734,42,5,24,"Plank"
11735,48,5,19,"Barbell rows"
11736,48,4,15,"Pull-ups"
11737,52,5,15,"Hanging leg raises"
11738,35,4,25,"Hanging leg raises"
11739,53,4,20,"Triceps pushdowns"
11740,5,5,15,"Romanian deadlifts"
11741,52,4,17,"Decline dumbbell press"
11742,6,5,20,"Lateral raises"
11743,21,5,16,"Bicycle crunches"
11744,38,4,25,"Hanging leg raises"
11745,51,5,21,"Seated calf raises"
11746,21,4,19,"Pull-ups"
11747,23,5,24,"Bent-over rows"
11748,24,3,15,"Cable crossovers"
11749,4,4,20,"Incline dumbbell flyes"
11750,47,5,17,"Incline dumbbell flyes"
11751,34,4,23,"Barbell rows"
11752,36,5,17,"Seated calf raises"
11753,7,4,18,"Overhead triceps extensions"
11754,11,5,17,"Crunches"
11755,3,4,25,"Dumbbell front raises"
11756,17,5,15,"Close-grip bench press"
11757,15,5,23,"Face pulls"
11758,7,5,16,"Decline dumbbell flyes"
11759,33,4,18,"Leg extensions"
11760,16,4,19,"Incline cable crossovers"
11761,29,5,22,"Barbell rows"
11762,35,5,25,"Romanian deadlifts"
11763,32,4,15,"Towel pull-up"
11764,15,5,19,"Plate pinch"
11765,55,5,19,"Hyperextensions"
11766,27,3,12,"Dumbbell flyes"
11767,22,5,18,"Leg curls"
11768,3,5,22,"Lateral raises"
11769,32,5,16,"Decline dumbbell flyes"
11770,12,5,22,"Wrist extension"
11771,18,4,15,"Cable crossovers"
11772,31,4,21,"Cable crossovers"
11773,52,4,21,"Decline cable crossovers"
11774,47,5,20,"Cable crossovers"
11775,41,3,12,"Decline dumbbell flyes"
11776,40,5,16,"Crunches"
11777,24,4,15,"Leg press"
11778,55,4,16,"Hammer curl"
11779,47,5,24,"Bent-over rows"
11780,40,4,20,"Dumbbell front raises"
11781,25,4,19,"Hyperextensions"
11782,37,4,15,"Seated cable rows"
11783,32,4,24,"Plank"
11784,1,4,15,"Triceps dips"
11785,36,5,25,"Decline cable crossovers"
11786,45,4,17,"Dumbbell curls"
11787,42,5,18,"Incline cable crossovers"
11788,24,4,20,"Barbell hip thrusts"
11789,23,4,19,"Barbell squats"
11790,13,5,22,"Bicycle crunches"
11791,41,4,16,"Seated calf raises"
11792,16,5,16,"Leg curls"
11793,26,5,25,"Plate pinch"
11794,48,5,20,"Hyperextensions"
11795,15,4,15,"Dumbbell rows"
11796,1,5,15,"Bicycle crunches"
11797,54,5,15,"Crunches"
11798,47,4,19,"Donkey kicks"
11799,45,5,24,"Hammer curl"
11800,2,4,15,"Lateral raises"
11801,11,5,18,"Seated calf raises"
11802,17,5,23,"Decline dumbbell flyes"
11803,7,5,21,"Bent-over lateral raises"
11804,42,5,16,"Cable crossovers"
11805,42,5,19,"Decline cable crossovers"
11806,28,4,17,"Donkey kicks"
11807,42,5,20,"Barbell squats"
11808,15,5,24,"Decline dumbbell flyes"
11809,27,5,19,"Hyperextensions"
11810,41,4,16,"Barbell hip thrusts"
11811,16,5,19,"Incline dumbbell press"
11812,34,4,18,"Barbell squats"
11813,24,4,18,"Face pulls"
13253,51,3,10,"Decline dumbbell flyes"
13254,41,4,15,"Triceps dips"
13255,35,5,15,"Leg press"
13256,22,4,23,"Preacher curls"
13257,10,4,21,"Decline dumbbell press"
13258,24,4,18,"Seated calf raises"
13259,52,4,16,"Hanging leg raises"
13260,10,4,23,"Chest flyes"
13261,33,5,22,"Decline dumbbell press"
13262,54,4,15,"Dumbbell flyes"
13263,45,4,17,"Dumbbell curls"
13264,1,3,12,"Bent-over rows"
13265,14,4,17,"Barbell hip thrusts"
13266,14,4,23,"Concentration curls"
13267,20,5,22,"Wrist extension"
13268,15,4,16,"Bent-over rows"
13269,47,4,22,"Incline dumbbell flyes"
13270,20,4,16,"Decline dumbbell press"
13271,8,5,15,"Military press"
13272,14,5,23,"Wrist curl"
13273,21,4,21,"Hammer curl"
13274,5,5,24,"Bicycle crunches"
13275,31,4,18,"Incline cable crossovers"
13276,37,5,18,"Leg raises"
13277,5,5,23,"Preacher curls"
13278,39,4,18,"Bicep Curls"
13279,54,4,18,"Decline dumbbell flyes"
13280,38,5,19,"Cable crossovers"
13281,39,5,23,"Decline cable crossovers"
13282,29,5,21,"Decline cable crossovers"
13283,35,5,25,"Decline dumbbell press"
13284,34,4,22,"Fat grip dumbbell curl"
13285,38,5,19,"Plate pinch"
13286,44,4,24,"Crunches"
13287,48,5,23,"Dumbbell rows"
13288,43,5,17,"Chest flyes"
13289,48,5,22,"Russian twists"
13290,1,5,23,"Crunches"
13291,22,4,15,"Skull crushers"
13292,2,5,24,"Seated calf raises"
13293,36,5,24,"Military press"
13294,47,5,24,"Skull crushers"
13295,21,5,18,"Wrist curl"
13296,24,4,20,"Incline dumbbell press"
13297,53,5,23,"Decline cable crossovers"
13298,1,4,16,"Decline dumbbell flyes"
13299,38,5,20,"Russian twists"
13300,24,4,20,"Plank"
13301,19,5,25,"Leg press"
13302,5,4,17,"Pull-ups"
13303,18,4,22,"Hammer curl"
13304,44,5,16,"Seated cable rows"
13305,46,4,18,"Pull-ups"
13306,17,4,17,"Plate pinch"
13307,47,5,21,"Pull-ups"
13308,46,5,24,"Skull crushers"
13309,54,5,25,"Russian twists"
13310,19,5,22,"Bicep Curls"
13311,9,5,19,"Donkey kicks"
13312,30,4,24,"Decline dumbbell flyes"
13313,43,5,17,"Wrist curl"
13314,38,4,19,"Bicycle crunches"
13315,46,4,24,"Leg curls"
13316,3,5,23,"Military press"
13317,50,4,19,"Hammer curl"
13318,52,5,15,"Russian twists"
13319,45,5,21,"Wrist curl"
13320,19,4,24,"Chest flyes"
13321,8,4,16,"Standing calf raises"
13322,53,5,21,"Leg press"
13323,19,5,24,"Seated cable rows"
13324,39,5,24,"Skull crushers"
13325,6,5,20,"Fat grip dumbbell curl"
13326,5,4,20,"Barbell rows"
13327,1,5,21,"Dumbbell flyes"
13328,12,4,16,"Barbell curls"
13329,38,5,20,"Skull crushers"
13330,29,5,23,"Dumbbell flyes"
13331,27,4,23,"Crunches"
13332,41,4,16,"Russian twists"
13333,3,4,17,"Wrist curl"
13334,27,5,19,"Bicycle crunches"
13335,20,4,21,"Triceps dips"
13336,23,5,23,"Leg raises"
13337,2,4,16,"Plank"
13338,53,5,22,"Plate pinch"
13339,39,4,25,"Romanian deadlifts"
13340,8,5,24,"Plank"
13341,15,4,19,"Pull-ups"
13342,42,4,17,"Incline cable crossovers"
13343,45,3,10,"Incline cable crossovers"
13344,41,4,20,"Incline dumbbell press"
13345,35,4,23,"Chest flyes"
13346,46,5,15,"Dumbbell front raises"
13347,40,5,16,"Seated cable rows"
13348,50,5,25,"Skull crushers"
13349,33,4,20,"Donkey kicks"
13350,53,4,18,"Pull-ups"
13351,51,4,20,"Face pulls"
13352,4,4,23,"Hyperextensions"
13353,35,4,18,"Crunches"
13354,18,4,21,"Triceps dips"
